pergunta,resposta,tokens_prompt,tokens_resposta,tokens_total
como faço para excluir uma apac?,"Para excluir uma APAC, o procedimento não é uma exclusão propriamente dita, mas sim uma inativação da APAC no banco de dados. O processo é o seguinte:

1. Buscar, através do nome do paciente, o ID da solicitação referente à APAC informada e que será alterada, executando o comando SQL:

```sql
SELECT sol.id, sol.apa_num, pa.nome nome_paciente, to_char(sol.created , 'yyyy-mm-dd hh24:mi') criado_em 
FROM po_apacs_solicitacoes sol 
INNER JOIN po_pacientes pa on sol.paciente_id = pa.id 
WHERE pa.nome like '%NOME DO PACIENTE%' 
ORDER BY id DESC;
```

2. No resultado da pesquisa, verificar se as colunas `apa_num` (número da APAC) e `criado_em` (data de solicitação) de pelo menos uma linha conferem com as informações dadas no chamado. Se sim, memorizar o ID (coluna `id`).

3. Fazer a desativação da APAC com o comando SQL abaixo, onde no campo `status` será colocado o caractere `'I'` referente à inativo, usando o ID encontrado na pesquisa anterior:

```sql
UPDATE po_apacs_solicitacoes 
SET status = 'I'
WHERE id = 00000; /* substituir 00000 pelo ID memorizado */
```

Referências: Documento 8 e Documento 16.",41310,308,41618
Quais EPIs devo utilizar na assistência?,"Conforme os documentos apresentados, os EPIs a serem utilizados na assistência são:

- Conforme Documento 1 e Documento 9:  
  ""Uso de equipamentos de proteção individual (EPI) conforme MA.HE.004 Manual de Biossegurança e Precauções na Assistência. Adotar o uso de equipamentos de proteção individual (EPI), de acordo com as indicações de precauções baseadas no tipo transmissão. Observar o POP específico para cada tipo de precaução.""

- Conforme Documento 3 e Documento 10 (orientação para coleta de secreção respiratória para RT-PCR):  
  ""Colocar os EPIs (gorro, óculos de proteção, avental, máscara N95 ou PFF2, luva).""

- Conforme Documento 4 (sequência de paramentação):  
  ""Material: Avental; Luvas; Máscara; Óculos ou protetor facial.  
  Sequência para utilização dos EPIs: avental, máscara, óculos/protetor facial e, por último, as luvas.""

- Conforme Documento 25 (precaução de contato):  
  ""EPIs: luvas de procedimento, avental de proteção e demais equipamentos de precaução padrão.""

- Conforme Documento 12 e Documento 22 (precaução para aerossóis):  
  ""EPIs: conforme MA.HE.004 Manual de Biossegurança e Precauções na Assistência;  
  Durante a permanência no quarto, os profissionais devem utilizar máscaras próprias de alta eficiência – N95 ou PFF2, PFF3;  
  Fornecer máscara de alta eficiência (N95 ou PFF2) para acompanhantes e orientá-los sobre a correta utilização.""

- Conforme Documento 5 (limpeza e desinfecção de comadres, papagaios e bacias):  
  ""Colocar os EPIs, conforme MA.HE.004 Manual de Biossegurança e Precauções na Assistência.""

Resumo dos EPIs a serem utilizados na assistência:  
- Luvas de procedimento  
- Avental de proteção (descartável)  
- Máscara (cirúrgica, N95, PFF2 ou PFF3, conforme tipo de precaução)  
- Óculos de proteção ou protetor facial  
- Gorro (em procedimentos específicos, como coleta de secreção respiratória)  

Além disso, deve-se seguir o Manual MA.HE.004 Manual de Biossegurança e Precauções na Assistência para orientações específicas conforme o tipo de transmissão e precaução adotada.

Portanto, os EPIs a serem utilizados na assistência são:  
- Luvas  
- Avental  
- Máscara (cirúrgica ou respiratória N95/PFF2/PFF3 conforme precaução)  
- Óculos de proteção ou protetor facial  
- Gorro (em procedimentos específicos)

Esses EPIs devem ser colocados na sequência: avental, máscara, óculos/protetor facial e luvas, e retirados conforme procedimento para evitar auto-contaminação.

# Resposta final

Os EPIs a serem utilizados na assistência são: luvas de procedimento, avental de proteção descartável, máscara (cirúrgica ou máscara de alta eficiência N95/PFF2/PFF3 conforme o tipo de precaução), óculos de proteção ou protetor facial e gorro (em procedimentos específicos). A utilização deve seguir o Manual MA.HE.004 Manual de Biossegurança e Precauções na Assistência e a sequência correta de paramentação (avental, máscara, óculos/protetor facial e luvas).",90853,749,91602
"Como é procedimento de lavagem de mãos?
","O procedimento de lavagem de mãos está descrito nos Documentos 2 e 11, conforme segue:

Higienização simples das mãos (água e sabonete líquido):

1. Abrir a torneira e molhar as mãos, evitando encostar-se na pia;
2. Aplicar na palma da mão quantidade suficiente de sabonete líquido, para cobrir todas as superfícies da mão (seguir instruções do fabricante). A higienização simples das mãos com água e sabonete deve durar em média 40-60 segundos;
3. Ensaboar as palmas das mãos friccionando-as entre si;
4. Esfregar a palma da mão direita contra o dorso da mão esquerda entrelaçando os dedos, e vice-versa;
5. Entrelaçar os dedos friccionando os espaços interdigitais;
6. Esfregar o dorso dos dedos de uma mão com a palma da mão de outra, segurando os dedos com movimentos de vai-e-vem e vice-versa;
7. Esfregar o polegar esquerdo com a palma da mão direita utilizando-se movimentos circulares e vice-versa;
8. Friccionar as polpas digitais e as unhas da mão direita com a palma da mão esquerda;
9. Esfregar o punho direito com a palma da mão esquerda utilizando movimentos circulares e vice-versa;
10. Enxaguar as mãos retirando os resíduos de sabão, no sentido dos dedos para os punhos, evitando o contato direto das mãos com a torneira;
11. Secar as mãos com papel toalha descartável, iniciando pelas mãos e seguindo pelos punhos;
12. Fechar a torneira com o cotovelo ou utilizando papel toalha. Desprezar o papel toalha no recipiente para resíduos comuns.

Higienização antisséptica das mãos:

- A técnica é igual à higienização simples, substituindo-se o sabão comum por um associado ao antisséptico.

Fricção antisséptica das mãos (com preparações alcoólicas):

- Aplicar a preparação alcoólica, específica para higiene das mãos, em quantidade suficiente para cobrir toda a superfície destas;
- Seguir os mesmos passos da higiene simples das mãos;
- Ao final, deixar secar as mãos naturalmente, sem utilização de papel-toalha;
- A fricção antisséptica das mãos dura em média 30 segundos.

Cuidados especiais:

- A fricção antisséptica das mãos não deve ser realizada quando as mãos estiverem visivelmente sujas. Neste caso, optar pela lavagem com água e sabão;
- Após, no máximo 10 aplicações de preparação alcoólica, lavar as mãos com água e sabonete, pois acima desse quantitativo, a solução adere sujidade e torna-se fonte de contaminação.

Outros aspectos importantes:

- Mantenha as unhas limpas e curtas;
- Não use unhas postiças quando estiver trabalhando na assistência direta ao paciente;
- Não utilizar anéis, pulseiras e outros adornos quando assistir ao paciente;
- Aplique creme hidratante nas mãos, diariamente, para evitar ressecamento da pele.

Referências: Documento 2 e Documento 11.",34412,665,35077
"Como formalizar um projeto de extensão?
","Para formalizar um projeto de extensão no Hospital Escola UFPEL/EBSERH, deve-se seguir as seguintes etapas, conforme descrito nos documentos (exemplos nos Documentos 1, 2, 3, 4, 7, 8, 10, 12, 13, 20, 26, 50):

1. **Solicitação de autorização do Projeto de Extensão**  
   O coordenador do projeto preenche o “Formulário de Solicitação para realizar Projeto de Ensino/Extensão no Hospital Escola e Outras Unidades” disponível online e envia o formulário.

2. **Recebimento e conferência do formulário**  
   O Assistente Administrativo da Gerência de Ensino e Pesquisa (GEP) recebe o formulário por e-mail, confere se todos os dados foram preenchidos corretamente e salva o arquivo em formato PDF em pasta digital criada com o nome do projeto, dentro da pasta “Projetos de Extensão”.

3. **Resposta ao solicitante via e-mail**  
   O Assistente Administrativo da GEP encaminha e-mail ao solicitante acusando o recebimento do formulário e solicita o envio do projeto detalhado, que deve conter pelo menos: Introdução, Justificativa, Objetivos, Metodologia, Cronograma e Participantes, ou da solicitação encaminhada ao Conselho Coordenador do Ensino, da Pesquisa e da Extensão (COCEPE).

4. **Encaminhamento do projeto para autorização via processo SEI**  
   O Assistente Administrativo da GEP inicia um novo processo no sistema SEI, anexa o formulário e o projeto detalhado (caso já tenha sido enviado), e atribui para a Gerente de Ensino e Pesquisa.

5. **Inserção dos dados do projeto na planilha de Projetos de Extensão**  
   O Assistente Administrativo da GEP acessa a planilha “Relação de Projetos de Extensão” e preenche os campos necessários, como número de identificação, título, autor/coordenador, departamento de origem, ano de solicitação, situação atual e número do processo SEI.

6. **Encaminhamento via SEI para avaliação**  
   A Gerente de Ensino e Pesquisa identifica os profissionais responsáveis pela avaliação do projeto e emite despacho no processo SEI solicitando parecer sobre o projeto, encaminhando o processo para as unidades de lotação dos avaliadores.

7. **Análise do projeto pelos avaliadores**  
   Os profissionais responsáveis recebem o processo via SEI e analisam o projeto conforme a pertinência e relevância para a instituição.

8. **Presença de questionamentos**  
   Caso haja questionamentos, os responsáveis pela unidade avaliadora devolvem despacho no processo SEI com considerações ou questionamentos, que são encaminhados ao coordenador do projeto para resposta.

9. **Resposta aos questionamentos**  
   O coordenador envia por e-mail a resposta e/ou projeto corrigido, que é anexado ao processo SEI. Se a resposta for satisfatória, os avaliadores emitem despacho com parecer final autorizando ou não a execução do projeto. Caso contrário, as etapas de questionamentos e respostas são repetidas.

10. **Projeto aprovado ou recusado**  
    - Se aprovado, o avaliador emite despacho autorizando a execução do projeto, o Assistente Administrativo conclui o processo SEI, preenche o modelo de Carta de Anuência e envia cópia ao coordenador.  
    - Se recusado, o avaliador emite despacho com justificativa, e a Gerente de Ensino e Pesquisa conversa com o coordenador para tentar adaptações. Se houver consenso, o projeto é ajustado e reenviado para aprovação; caso contrário, a recusa é formalizada e a planilha atualizada.

11. **Documentos necessários para formalização do Projeto de Extensão**  
    Após o envio da Carta de Anuência, são solicitados os seguintes documentos para formalização, que devem ser entregues com antecedência de sete dias ao início da execução do projeto:  
    - Aprovação do Conselho Coordenador do Ensino, da Pesquisa e da Extensão (COCEPE);  
    - Listagem atualizada dos participantes;  
    - Cópia de apólice de seguros, se necessário.

12. **Aprovação do COCEPE**  
    O coordenador pode consultar a situação do projeto no sistema COBALTO e imprimir o histórico como comprovante de aprovação, enviando-o para o e-mail da GEP.

13. **Listagem dos participantes do projeto**  
    O coordenador envia por e-mail a listagem atualizada dos participantes, com datas de início e término da participação, mantendo-a atualizada.

14. **Cadastro dos participantes**  
    Participantes que ainda não possuam crachá de identificação para acesso ao Hospital Escola devem efetuar o cadastro de estudantes disponível no site do Hospital Escola UFPEL.

15. **Cópia da apólice de seguros**  
    Para projetos realizados dentro do Hospital Escola, cada participante deve contratar seguro contra acidentes pessoais e apresentar cópia da apólice na GEP. Este documento é dispensado para atividades somente na área acadêmica sem exposição a riscos.

16. **Atualização da planilha**  
    O Assistente Administrativo da GEP atualiza a situação do projeto na planilha “Relação de Projetos de Extensão”, digitando o status “ativo” até a data de vencimento informada pelo COCEPE.

17. **Cadastro do projeto no sistema ADS Ensino**  
    O Assistente Administrativo cadastra o projeto no sistema ADS Ensino, preenchendo os campos necessários, cadastrando os participantes e imprimindo os crachás de acesso para os que ainda não possuírem.

18. **Solicitação do relatório anual de atividades**  
    No mês de janeiro do ano subsequente à execução do projeto, o Assistente Administrativo envia e-mail ao coordenador solicitando o envio do relatório anual de atividades, por exigência do COCEPE.

19. **Recebimento do relatório**  
    O coordenador envia o relatório por e-mail, que é salvo e a planilha atualizada com a situação “Ativo”.

20. **Cobrança periódica do relatório**  
    Caso o relatório não seja recebido em até dois meses, o Assistente Administrativo envia nova cobrança por e-mail ao coordenador.

---

**Fontes:** Documentos 1, 2, 3, 4, 7, 8, 10, 12, 13, 20, 26, 50.",92262,1355,93617
Por quanto tempo tem que lavar as mãos com água e sabonete?,"A higienização simples das mãos com água e sabonete deve durar em média 40-60 segundos.

(Fontes: Documento 2, Documento 3, Documento 6, Documento 9, Documento 23)",37328,46,37374
"Qual tipo de precaução para caxumba e por quanto tempo?
","O tipo de precaução para caxumba é ""precaução para gotículas"" e a duração é ""até 09 dias após início do edema"".

Fonte: Documento 3 e Documento 5 (Quadro 1: Orientações técnicas de precauções baseadas na transmissão).",60310,61,60371
"A friccção das mãos com preparação alcoólica deve ser feita após lavagem das mãos com água e sabonete?
","Sim. Conforme Documento 1 e Documento 18, a fricção antisséptica das mãos com preparações alcoólicas não deve ser realizada quando as mãos estiverem visivelmente sujas. Neste caso, deve-se optar pela lavagem com água e sabão antes da aplicação da preparação alcoólica. Portanto, a fricção das mãos com preparação alcoólica deve ser feita após lavagem das mãos com água e sabonete quando as mãos estiverem visivelmente sujas.",39096,96,39192
"qual tipo de precaução para paciente com Acinetobacter baumannii multirresistente?
","O tipo de precaução para paciente com Acinetobacter baumannii multirresistente é a **precaução de contato**.

Detalhes extraídos dos documentos:

- Documento 2: ""Quando tratar-se de precaução de contato por bactéria multirresistente, a enfermeira registra no AGHU uma nota com as seguintes informações: nome do microrganismo, sítio/material coletado, data da coleta e a seguinte observação - REINTERNAÇÃO ATÉ XX/XX/XXXX (1 ano após coleta) EM PRECAUÇÃO DE CONTATO.""

- Documento 4 e Documento 15: ""Após resultados das culturas de vigilância, manter as precauções de contato se forem detectadas bactérias multirresistentes (POP.CCIH.003 Precauções na Assistência à Saúde).""

- Documento 7 e Documento 43 (orientações para precaução de contato): 
  - Quarto privativo (se disponível) ou coorte respeitando 1 metro entre leitos;
  - Sinalizar o tipo de precaução na porta;
  - Higienizar as mãos conforme protocolo;
  - Uso de luvas e avental descartável ao contato com o paciente ou seu ambiente;
  - Equipamentos de uso individual ou desinfetados;
  - Evitar transporte do paciente, manter precauções se necessário;
  - Descarte adequado de EPIs e resíduos infectantes;
  - Uso racional de antimicrobianos.

- Documento 28 (quadro de precauções baseadas na transmissão): ""BACTÉRIAS MULTIRRESISTENTES | Contato | Até a alta e até 12 meses se reinternação.""

- Documento 37 (cultura de vigilância para Acinetobacter multirresistentes): recomenda que os profissionais da assistência sejam fixos para cada grupo de pacientes, evitando que o mesmo profissional atenda pacientes portadores de doenças transmissíveis e os demais.

Portanto, a precaução indicada para paciente com Acinetobacter baumannii multirresistente é a **precaução de contato**, com uso de EPIs (luvas e avental), higienização das mãos, acomodação em quarto privativo ou coorte, sinalização adequada, uso de equipamentos individuais ou desinfetados, restrição de transporte e descarte correto de resíduos e EPIs.",48740,496,49236
"Qual tempo de precaução para paciente portador de bactéria multirresistente?
","O tempo de precaução para paciente portador de bactéria multirresistente é:  
""Até a alta e até 12 meses se reinternação.""  

Esta informação está explicitamente contida nos Documentos 1, 8, 12, 24 e 38, no Quadro 1: Orientações técnicas de precauções baseadas na transmissão, sob a linha referente a ""BACTÉRIAS MULTIRRESISTENTES"".",49308,96,49404
"Em que momentos devemos higienizar as mãos?
","De acordo com os documentos apresentados, devemos higienizar as mãos nos seguintes momentos:

- Antes e depois do contato com o paciente.  
- Antes de manusear dispositivos invasivos.  
- Após contato com sangue, secreções ou fluidos corporais (mesmo usando luvas).  
- Durante a assistência ao paciente, ao passar de uma área contaminada para outra área não contaminada do corpo do paciente.  
- Após contato com as superfícies próximas do paciente.  
- Antes de iniciar procedimentos, como tricotomia pré-operatória e coleta de amostras (exemplo: aspirado de nasofaringe, swab nasal, coleta de escarro).  
- Após retirar luvas.  
- Antes e após a manipulação de qualquer produto químico.  
- Imediatamente após remover as luvas.  
- Após a retirada dos Equipamentos de Proteção Individual (EPIs).  
- Em todos os 5 momentos da higienização das mãos, conforme POP.CCIH.001 (documento específico citado em vários documentos).  

Esses momentos estão explicitamente indicados nos documentos 2, 5, 9, 11, 12, 13, 18, 23, 26, 43 e 48.

Resumo dos momentos para higienização das mãos conforme os documentos:

- Antes do contato com o paciente.  
- Depois do contato com o paciente.  
- Antes de manusear dispositivos invasivos.  
- Após contato com sangue, secreções ou fluidos corporais, mesmo com luvas.  
- Ao passar de uma área contaminada para outra não contaminada no corpo do paciente.  
- Após contato com superfícies próximas ao paciente.  
- Antes e após procedimentos específicos (ex: tricotomia, coleta de amostras).  
- Após retirar luvas e EPIs.  
- Antes e após manipulação de produtos químicos.  

Fonte: Documentos 2, 5, 9, 11, 12, 13, 18, 23, 26, 43, 48.",35559,432,35991
"Quais EPIs devemser utilizados no atendimento ao paciente em precaução de contato + aerossóis?
","Conforme o Documento 10:

- Durante a permanência no quarto, os profissionais devem utilizar máscaras próprias de alta eficiência – N95 ou PFF2, PFF3;
- Fornecer máscara de alta eficiência (N95 ou PFF2) para acompanhantes e orientá-los sobre a correta utilização;
- Paramentar-se conforme MA.HE.004 Manual de Biossegurança e Precauções na Assistência.

Além disso, o Documento 1 e Documento 2 indicam que os EPIs devem ser utilizados conforme o Manual MA.HE.004 Manual de Biossegurança e Precauções na Assistência.

Portanto, os EPIs que devem ser utilizados no atendimento ao paciente em precaução de contato + aerossóis são:

- Máscara de alta eficiência (N95 ou PFF2, PFF3);
- EPIs conforme MA.HE.004 Manual de Biossegurança e Precauções na Assistência (que inclui luvas, avental, óculos de proteção, gorro, conforme o risco e tipo de precaução).

Resposta resumida e direta:

Os EPIs a serem utilizados são: máscara de alta eficiência N95 ou PFF2/PFF3, luvas, avental, óculos de proteção e gorro, conforme orientações do MA.HE.004 Manual de Biossegurança e Precauções na Assistência.",69347,285,69632
"Em que situações devemos utilizar avental de proteção?
","Documento 1:  
- Avental de PVC ou outra composição impermeável: Uso obrigatório durante manipulação de produtos químicos líquidos, tais como formol, ácido clorídrico, ácido peracético, corantes e outros.  
- Avental cirúrgico com proteção contra produtos químicos: Uso obrigatório durante manipulação e administração de quimioterápicos.

Documento 2:  
- Avental: Utilizar para proteger a pele e evitar que as roupas sujem durante atividades que podem causar projeção ou respingos de sangue, secreções ou excreções. Remover o avental sujo assim que possível e higienizar as mãos.  

Documento 11:  
- Utilizar avental descartável em todo atendimento em que haja contato com o paciente e sua unidade de internação. Desprezá-lo após o uso em recipiente próprio (resíduo infectante).

Documento 20:  
- Utilizar avental descartável em todo atendimento em que haja contato com o paciente e sua unidade de internação. Desprezá-lo após o uso em recipiente próprio (resíduo infectante).

Documento 26:  
- Avental impermeável: Uso obrigatório durante manipulação de produtos químicos líquidos, tais como formol, ácido clorídrico, ácido peracético, corantes e outros.  
- Avental cirúrgico com proteção contra produtos químicos: Uso obrigatório durante manipulação e administração de quimioterápicos.

Resposta:  
Devemos utilizar avental de proteção nas seguintes situações:  
- Durante manipulação de produtos químicos líquidos, tais como formol, ácido clorídrico, ácido peracético, corantes e outros (aventais de PVC ou outra composição impermeável).  
- Durante manipulação e administração de quimioterápicos (aventais cirúrgicos com proteção contra produtos químicos).  
- Durante atividades que podem causar projeção ou respingos de sangue, secreções ou excreções, para proteger a pele e evitar que as roupas sujem (aventais descartáveis).  
- Em todo atendimento em que haja contato com o paciente e sua unidade de internação (aventais descartáveis).  

O avental deve ser removido assim que possível se estiver sujo e as mãos devem ser higienizadas após a remoção.",45360,470,45830
"Quando devemos utilizar luvas?

","Devemos utilizar luvas quando houver risco ou contato direto com sangue, secreções, excreções, mucosas, pele não íntegra. (Documento 2)

Também, em precaução de contato, deve-se utilizar luvas quando houver contato direto com o paciente ou a sua unidade de internação. (Documento 5)

Durante a manipulação de produtos químicos com risco de contato com a pele, exceto durante uso de soluções como álcool, clorexidina e outras de atividades médicas assistenciais, deve-se usar luvas para proteção química. (Documento 3)

Durante atendimento com uso de soluções como álcool, clorexidina, administração de quimioterápicos e outras atividades médicas assistenciais, deve-se usar luvas de procedimento. (Documento 3)",37845,162,38007
Como retirar EPI no almoxarifado?,"Após a finalização do pedido do(s) EPI(S) via AGHUX, o(a) empregado(a) deverá levar o formulário USOST - 013 preenchido até o Almoxarifado Central, para a retirada do equipamento. No almoxarifado o atendente deverá conferir o preenchimento do formulário, e realizar a guarda temporária do documento. (Documento 1, Documento 2, Documento 26)",38439,90,38529
"Existe procedimento para abertura de cat, pop?
",NÃO ENCONTRADO,34943,7,34950
quando eu devo limpar uma superfície de trabalho para evitar contaminação por gotícula?,NÃO ENCONTRADO,60471,7,60478
Qual o acidente de trabalho que necessita da participação da superintendência? ,ERRO,0,0,0
Qual o procedimento correto de lavagem de mãos?,"O procedimento correto de lavagem de mãos, conforme explicitamente contido nos documentos, é:

Higienização simples das mãos (duração média de 40-60 segundos):
1. Abrir a torneira e molhar as mãos, evitando encostar-se na pia;
2. Aplicar na palma da mão quantidade suficiente de sabonete líquido para cobrir todas as superfícies da mão;
3. Ensaboar as palmas das mãos friccionando-as entre si;
4. Esfregar a palma da mão direita contra o dorso da mão esquerda entrelaçando os dedos, e vice-versa;
5. Entrelaçar os dedos friccionando os espaços interdigitais;
6. Esfregar o dorso dos dedos de uma mão com a palma da mão de outra, segurando os dedos com movimentos de vai-e-vem e vice-versa;
7. Esfregar o polegar esquerdo com a palma da mão direita utilizando movimentos circulares e vice-versa;
8. Friccionar as polpas digitais e as unhas da mão direita com a palma da mão esquerda;
9. Esfregar o punho direito com a palma da mão esquerda utilizando movimentos circulares e vice-versa;
10. Enxaguar as mãos retirando os resíduos de sabão, no sentido dos dedos para os punhos, evitando o contato direto das mãos com a torneira;
11. Secar as mãos com papel toalha descartável, iniciando pelas mãos e seguindo pelos punhos;
12. Fechar a torneira com o cotovelo ou utilizando papel toalha. Desprezar o papel toalha no recipiente para resíduos comuns.

Higienização antisséptica das mãos:
- Técnica igual à higienização simples, substituindo o sabão comum por um associado ao antisséptico.

Fricção antisséptica das mãos (com preparações alcoólicas) (duração média de 20-30 segundos):
- Aplicar a preparação alcoólica em quantidade suficiente para cobrir toda a superfície das mãos;
- Friccionar todas as superfícies das mãos seguindo os mesmos passos da higienização simples;
- Deixar secar naturalmente, sem utilização de papel-toalha.

Cuidados especiais:
- A fricção antisséptica não deve ser realizada quando as mãos estiverem visivelmente sujas, devendo-se optar pela lavagem com água e sabão;
- Após no máximo 10 aplicações de preparação alcoólica, lavar as mãos com água e sabonete para evitar acúmulo de sujidade.

Outros aspectos importantes:
- Manter as unhas limpas e curtas;
- Não usar unhas postiças durante assistência direta ao paciente;
- Não utilizar anéis, pulseiras e outros adornos durante a assistência ao paciente;
- Aplicar creme hidratante nas mãos diariamente para evitar ressecamento da pele.

Referências: Documento 1, Documento 9, Documento 10, Documento 21, Documento 46.",35078,616,35694
qual o critério de avaliação do OLA?,"O critério de avaliação do OLA é:

""Visando o emprego de critérios padronizados por parte dos inspetores, a avaliação de cada item leva em consideração uma matriz para mensurar o atendimento de cada requisito. A avaliação pode atribuir notas 0, 4, 6, 8 e 10, conforme nível de implementação do item."" 

(Tabela 2: Escala de classificação para avaliação de OLA)",50306,91,50397
O QUE FAZER QUANDO HOUVER EXPOSIÇÃO BIOLÓGICA?,NÃO ENCONTRADO,42576,7,42583
"QUAIS SÃO AS RESPONSABILIDADES SEGUNDO O MANUAL DE PRODUTOS QUÍMICOS, DO SETOR DE SUPRIMENTOS? ","As responsabilidades segundo o manual de produtos químicos, do setor de suprimentos, são:

- Solicitar à Unidade de Saúde Ocupacional e Segurança do Trabalho aprovação de todo novo produto químico.
- Somente efetuar compra de produto químico que venha acompanhado de ficha de informação de segurança de produtos químicos, em português.

(Conforme extraído dos documentos 1, 2, 3, 4, 5, 6, 7, 8, 22, 24, 26, 28, 29, 30, 32, 33)",50272,121,50393
Como eu redefino uma senha,NÃO ENCONTRADO,40448,7,40455
qual a tecnica de higiene de mãos padronizada no HE-UFPEL,"A técnica de higiene de mãos padronizada no HE-UFPEL está descrita nos Documentos 1, 4, 6, 9, 18, 22 e 47, conforme segue:

- Higienização das mãos com água e sabonete líquido (40 – 60 segundos): molhar as mãos, aplicar sabonete líquido, esfregar todas as superfícies, enxaguar, secar com papel toalha. Usar o papel para fechar a torneira.

- Higienização das mãos com preparação alcoólica (20 – 30 segundos): aplicar o produto suficiente para cobrir todas as superfícies das mãos, friccionar até que as mãos sequem.

- A fricção antisséptica das mãos dura em média 30 segundos.

- A técnica de higienização antisséptica é igual àquela utilizada para higienização simples das mãos, substituindo-se o sabão comum por um associado ao antisséptico.

- Seguir os passos da higiene simples das mãos para a fricção com preparação alcoólica.

- A fricção antisséptica das mãos não deve ser realizada quando as mãos estiverem visivelmente sujas; neste caso, optar pela lavagem com água e sabão.

- Após, no máximo, 10 aplicações de preparação alcoólica, lavar as mãos com água e sabonete.

- A higienização das mãos deve ocorrer antes e depois do contato com o paciente, antes de manusear dispositivos invasivos, após contato com sangue, secreções ou fluidos corporais (mesmo usando luvas), durante a assistência ao paciente ao passar de uma área contaminada para outra área não contaminada do corpo do paciente, após contato com as superfícies próximas do paciente.

- A higienização simples das mãos com água e sabonete deve durar em média 40-60 segundos.

- A fricção antisséptica das mãos dura em média 30 segundos.

- A higienização antisséptica deve ser realizada na assistência a pacientes em precaução de contato por microorganismos multirresistentes ou casos de surto.

- Outros aspectos importantes: manter as unhas limpas e curtas; não usar unhas postiças; não utilizar anéis, pulseiras e outros adornos; aplicar creme hidratante nas mãos diariamente para evitar ressecamento da pele.

Essas informações estão detalhadas, por exemplo, no Documento 6 (OBJETIVO(S) Definir normas e orientações técnicas para a correta higienização das mãos), Documento 1 e 4 (normas de precauções padrão), Documento 9 e 18 (descrição detalhada da técnica), e Documento 47 (normas e orientações de medidas de precauções padrão).

Portanto, a técnica padronizada de higiene das mãos no HE-UFPEL consiste em:

1. Higienização simples das mãos com água e sabonete líquido por 40 a 60 segundos, seguindo etapas de fricção de todas as superfícies das mãos, enxágue e secagem com papel toalha, usando o papel para fechar a torneira.

2. Higienização antisséptica das mãos com sabonete líquido associado a antisséptico, seguindo a mesma técnica da higienização simples.

3. Fricção antisséptica das mãos com preparação alcoólica por 20 a 30 segundos, aplicando quantidade suficiente para cobrir todas as superfícies das mãos, friccionando até secar naturalmente, sem uso de papel toalha.

4. Realizar a higienização das mãos nos momentos indicados (antes e depois do contato com o paciente, antes de procedimentos invasivos, após contato com fluidos corporais, etc.).

5. Cuidados especiais como não realizar fricção alcoólica com mãos visivelmente sujas e lavar as mãos com água e sabão após no máximo 10 aplicações de álcool.

Resposta resumida:

A técnica de higiene de mãos padronizada no HE-UFPEL é a higienização simples das mãos com água e sabonete líquido por 40 a 60 segundos, incluindo fricção de todas as superfícies, enxágue e secagem com papel toalha, e a fricção antisséptica das mãos com preparação alcoólica por 20 a 30 segundos, aplicando o produto suficiente para cobrir todas as superfícies das mãos e friccionando até secar naturalmente, conforme descrito no POP.CCIH.001 Higienização das Mãos e nos documentos relacionados.",52871,935,53806
