id,pergunta,resposta,arquivo_fonte
139,"Qual o fluxo para realizar pesquisas acadêmicas e científicas no HE-UFPEL? 
 ","O fluxo para realizar pesquisas acadêmicas e científicas no Hospital Escola da UFPEL (HE-UFPEL) é o seguinte:

1.  **Acesso aos formulários:** O pesquisador deve acessar a página do Setor de Pesquisa no site do HE-UFPel, fazer o download, preencher e assinar os formulários necessários para formalizar a pesquisa.
2.  **Cadastro Orcid e Credenciamento:** Caso o pesquisador, orientador e equipe de pesquisa não possuam cadastro Orcid, devem registrar-se no site Orcid.gov. Acessar o domínio Gov.br/Rede Pesquisa EBSERH, através do link disponível na página do Setor de Pesquisa, realizar cadastro e solicitar credenciamento no HE-UFPel.
3.  **Aprovação de Credenciamento:** O Setor de Pesquisa - GEP verifica diariamente o recebimento de solicitações de credenciamento do pesquisador e equipe de pesquisa na Plataforma SIG Ebserh. Se todos os campos estiverem preenchidos corretamente, aprova o credenciamento; caso contrário, solicita ajustes ao pesquisador, através da Plataforma SIG Ebserh.
4.  **Cadastro do Projeto:** Após a aprovação do(s) credenciamento(s), o pesquisador deve cadastrar, no sistema Rede Pesquisa, seu projeto e equipe de pesquisa, anexando os documentos necessários (mencionados no item 1) e enviar para GEP do HE-UFPel.
5.  **Verificação do Cadastro do Projeto:** O Setor de Pesquisa - GEP verifica, na plataforma SIG Ebserh - Módulo Rede Pesquisa, se o cadastro do projeto está preenchido corretamente e se todos os documentos necessários para formalização junto à GEP foram anexados. Se negativo, solicita ajustes ao pesquisador; se afirmativo, encaminha para autorização do setor responsável.
6.  **Salvar Documentos:** O Setor de Pesquisa - GEP salva, em arquivo PDF, todos os documentos anexados ao processo, nomeando todos os arquivos com: RP + número de protocolo sequencial gerado automaticamente no sistema Rede Pesquisa / SIG Ebserh + título do arquivo.
7.  **Inserir Dados na Planilha de Controle:** O Setor de Pesquisa - GEP insere os dados do projeto de pesquisa na planilha de controle da GEP, preenchendo os campos relevantes.
8.  **Criação de Processo SEI:** Ao encaminhar o projeto para autorização do setor responsável, é gerado, automaticamente, um processo no Sistema Eletrônico de Informações (SEI), unidade GEP, com modelo de Ofício a ser encaminhado. O Setor de Pesquisa - GEP altera o “Nível de acesso” do processo e do Ofício de “Público” para “Restrito” e selecionar “Controle interno” para a Hipótese Legal, anexa os documentos e disponibiliza o Ofício em Bloco de assinatura para a Chefia do SGPIT e enviar o processo à unidade SGPIT/GEP/HE-UFPel para assinatura do ofício, análise e encaminhamentos. Insere o nº do processo SEI Ebserh na planilha Relação Pesquisas HE.
9.  **Análise pela Chefia SGPIT:** A Chefia SGPIT assina o Ofício e analisa o projeto de pesquisa. Se não houver dúvidas, encaminha para análise e parecer das Chefias dos setores envolvidos; caso contrário, envia solicitação de ajuste ao pesquisador.
10. **Análise pelas Chefias dos Setores:** As Chefias dos setores analisam o projeto de pesquisa e emitem Despacho com parecer, solicitando ajustes se necessário.
11. **Emissão da Carta de Anuência:** Após aprovação das Chefias dos setores via SEI, o Setor de Pesquisa - GEP emite a Carta de Anuência, através do sistema Rede Pesquisa. Informa as três chefias sobre a emissão da Carta de Anuência e necessidade de assinatura.
12. **Solicitação de Documento de Aprovação do CEP:** Assim que as três chefias assinarem a Carta de Anuência, no sistema Rede Pesquisa, o Setor de Pesquisa - GEP deverá “Solicitar documento de aprovação do CEP”.
13. **Aguardar Parecer do CEP:** Colocar bilhete em amarelo no processo SEI correspondente, informando: “Data - Carta de Anuência emitida, aguardando Parecer do CEP”.
14. **Liberação do Comitê de Ética em Pesquisa (CEP):** Assim que o Comitê de Ética em Pesquisa liberar, na Plataforma Brasil, o Parecer Consubstanciado aprovando a realização da pesquisa, o pesquisador deverá anexá-lo no sistema Rede Pesquisa, enviar o processo à GEP e aguardar a liberação do início da coleta de dados.
15. **Fluxo da Coleta de Dados:** Verificar o fluxo da metodologia da coleta de dados da pesquisa: se for através de entrevistas/questionários on-line ou consulta em prontuários, encaminhar, via Rede Pesquisa, e-mail de liberação da coleta de dados com orientações. Se for presencial, com pacientes ou funcionários do HE, encaminhar e-mail para chefia do Setor de Pesquisa e processo SEI para Comitê COVID, para análise e reunião com pesquisador, para esclarecimentos.
16. **Coleta de Dados Presencial (Se aprovada):** Se a Chefia do Setor de Pesquisa e Comitê COVID liberarem a coleta de dados presencial, em caso excepcional, encaminhar e-mail ao pesquisador com as seguintes informações: período de coleta de dados, relação dos coletadores, necessidade de envio da cópia da apólice de seguro de cada coletador (quando necessário), obrigatoriedade do uso de EPI’s e o cumprimento aos protocolos de segurança.
17. **Conferência da Apólice de Seguro:** Ao receber a apólice de seguro do pesquisador, o Setor de Pesquisa - GEP confere o prazo de vigência da apólice. Salvar a cópia da(s) apólice(s) em arquivo PDF na rede Ensino, nomeando pelo número da pesquisa e anexá-la(s) ao processo SEI correspondente.
18. **Crachá de Identificação:** Verificar se o(s) participante(s) que realizará(ão) a coleta de dados possui(em) crachá de identificação do Hospital Escola. Caso não possua(m), enviar e-mail solicitando uma foto de rosto, para que possa ser emitido.
19. **Informar as Chefias:** Informar por e-mail as chefias dos setores/serviços, que autorizaram a realização da pesquisa, sobre o período da coleta de dados e nomes dos coletadores que terão acesso ao local.

Em cada etapa do processo, atualizar a planilha.","Esta resposta foi formulada com base no(s) documento(s): POP.GEP.001 Recebimento da Solicitacao para Realizar Pesquisa no Hospital Escola UFPel V.2.docx, POP.GEP.003 Liberacao para realizacao do projeto no Hospital Escola EBSERH UFPel V.2.docx, POP.GEP.002 Criacao Processo SEI Solicitacao autorizacao as chefias dos setores envolvidos V.2.docx"
140,"Qual é o setor responsável pela liberação do credenciamento no Rede Pesquisa do HE UFPEL? 
 
 ","O Setor de Pesquisa - GEP é o responsável por verificar e aprovar o credenciamento de pesquisadores e equipes de pesquisa na Plataforma SIG Ebserh, que está relacionada ao sistema Rede Pesquisa.",Esta resposta foi formulada com base no(s) documento(s): POP.GEP.001 Recebimento da Solicitacao para Realizar Pesquisa no Hospital Escola UFPel V.2.docx
141,"Como devo proceder para obter uma carta de anuência para realização de pesquisa acadêmica nas dependências do HE UFPEL?
 ","Para obter a Carta de Anuência, o processo depende do tipo de projeto. Para projetos de pesquisa, após a aprovação das chefias dos setores envolvidos via SEI, o Setor de Pesquisa - GEP emite a Carta de Anuência através do sistema Rede Pesquisa. Para projetos de ensino ou extensão, o avaliador emite um despacho no Processo Sei! autorizando a execução do projeto e o Assistente Administrativo da GEP preenche o modelo de Carta de Anuência e salva em PDF, com a assinatura digitalizada da Gerente de Ensino. Uma cópia da Carta de Anuência é enviada ao coordenador do projeto por e-mail.","Esta resposta foi formulada com base no(s) documento(s): POP.GEP.022 Projeto de Ensino.docx, POP.GEP.023 Projeto de Extensão.docx, POP.GEP.002 Criacao Processo SEI Solicitacao autorizacao as chefias dos setores envolvidos V.2.docx"
142,Como faço para ter liberação para realizar o meu projeto no HE UFPEL? ,"Para obter a liberação para realizar sua pesquisa no Hospital Escola UFPEL/Ebserh, siga os seguintes passos:

1.  Após a aprovação do Comitê de Ética em Pesquisa (CEP) e a emissão do Parecer Consubstanciado na Plataforma Brasil, anexe o parecer ao sistema Rede Pesquisa.
2.  Envie o processo para a GEP (Gerência de Ensino e Pesquisa) e aguarde a liberação para iniciar a coleta de dados.",Esta resposta foi formulada com base no(s) documento(s): POP.GEP.003 Liberacao para realizacao do projeto no Hospital Escola EBSERH UFPel V.2.docx
143,Os projetos de pesquisas autorizadas no HE UFPEL são monitoradas? ,"Sim, as pesquisas acadêmicas, científicas, relatos de caso e estudos clínicos autorizadas no Hospital Escola UFPEL/EBSERH são monitoradas para manter seus registros atualizados.",Esta resposta foi formulada com base no(s) documento(s): POP.GEP.004 Monitoramento das pesquisas autorizadas no Hospital Escola EBSERH UFPel V.2.docx
144,"Preciso prorrogar meu prazo para desenvolvimento da minha pesquisa no HE UFPEL, como devo proceder?
","Para prorrogar o período de coleta de dados de sua pesquisa, você deve informar a GEP (Gerência de Ensino e Pesquisa) por e-mail, especificando o novo prazo e se haverá alguma alteração no projeto e/ou inclusão/exclusão de coletadores. O e-mail da GEP é gep.he-ufpel@ebserh.gov.br.",Esta resposta foi formulada com base no(s) documento(s): POP.GEP.004 Monitoramento das pesquisas autorizadas no Hospital Escola EBSERH UFPel V.2.docx
145,"quais são as etapas para formalização uma visita técnica no HE UFPEL?
","Para formalizar uma visita técnica no Hospital Escola da UFPEL (HE UFPEL), as etapas são:

1.  **Solicitação via site:** O solicitante deve acessar o site do HE UFPEL na aba Ensino - Visitas e preencher o Formulário de Solicitação de Visita, enviando-o online para a Gerência de Ensino e Pesquisa (GEP). As solicitações devem ser encaminhadas com o mínimo de dez dias de antecedência à data pretendida para a visita.
2.  **Recebimento da solicitação:** O Assistente Administrativo da GEP recebe o formulário via e-mail, confere os dados e salva o arquivo em PDF na pasta Visitas.
3.  **Encaminhamento via sistema Sei!, para aprovação:** O Assistente Administrativo da GEP inicia um novo processo no sistema Sei!, anexa o formulário de solicitação e encaminha para o responsável pelo serviço/unidade escolhido para a visita. O Assistente Administrativo da GEP copia o número do Processo Sei! e renomeia o arquivo salvo com este número, mais o local solicitado e a instituição solicitante.
4.  **Aprovação ou não da visita:** O responsável pelo serviço/unidade pode:
	a. **Não aprovar a visita:** O responsável pelo serviço/unidade indefere a solicitação via Despacho, com a justificativa. O Assistente Administrativo da GEP informa ao solicitante, por e-mail, a justificativa da não aprovação.
	b. **Aprovar a visita:** O responsável pelo serviço/unidade autoriza a solicitação, informando no despacho o nome do profissional que irá receber o(s) visitante(s). O Assistente Administrativo da GEP envia e-mail ao solicitante, informando da autorização e solicitando a listagem dos participantes (nome completo, número do CPF e telefone) com até 72 horas de antecedência à data da visita.
5.  **Impressão da identificação dos visitantes:** Quando o solicitante enviar a listagem dos participantes, a GEP acessa o arquivo de etiquetas para visitante, preenche com o nome dos visitantes, data da visita, serviço/unidade visitados e imprime. Na data da visita, a GEP deixa as etiquetas de identificação na Portaria de recepção de funcionários e estudantes, juntamente com a lista de presença e formulário de Pesquisa de Satisfação de Visitas, a ser preenchido pelos visitantes.
6.  **Confirmação da visita com o responsável pelo serviço/unidade e com o solicitante:** O Assistente Administrativo da GEP entra em contato, por telefone ou e-mail, com o profissional do serviço/unidade designado para a atividade, para confirmação da visita, informando data e horário. O Assistente Administrativo da GEP encaminha e-mail ao solicitante da visita, informando o nome do profissional que acolherá os visitantes, orientando que os mesmos retirem as etiquetas de identificação na portaria, assinem a lista de presença e preencham o Formulário Pesquisa de Satisfação de Visitas.
7.  **Recolhimento da lista de presença e formulário de pesquisa de satisfação:** Na data seguinte à realização da visita, o Assistente Administrativo da GEP retira a lista de presença assinada na portaria e o formulário Pesquisa de Satisfação de Visitas, e arquiva na pasta física “Visitas”.",Esta resposta foi formulada com base no(s) documento(s): POP.GEP.006 Formalização de Vistas no HE UFPEL.docx
146,"Quem é responsável pela impressão dos crachás de estágios no HE UFPEL?
","O assistente administrativo da GEP (Gerência de Ensino e Pesquisa) é responsável por solicitar a impressão dos crachás, e em alguns casos, confeccionar, imprimir e plastificar os crachás de estudantes e residentes.","Esta resposta foi formulada com base no(s) documento(s): POP.GEP.024 SOLICITAÇÃO DE 2ª VIA DE CRACHÁ HOSPITAL ESCOLA UFPELEBSERH.docx, POP.GEP.007 Organização das acolhidas aos alunos GRADUAÇÃO E TÉCNICOS.docx, POP.GEP.008 Organização das acolhidas aos RESIDENTES.docx"
147,"Perdi meu crachá o que devo fazer solicitar um crachá novo no HE UFPEL?
","Para solicitar a segunda via do crachá no Hospital Escola UFPEL/EBSERH, você deve entrar em contato de forma presencial na Rua Dr. Professor Araújo, 439, CEP: 96020-360 - Centro, através do telefone (53)3284.4934, pelo site http://novo.heufpel.com.br/ensino/, ou pelo e-mail ensino.hepel@ebserh.gov.br.",Esta resposta foi formulada com base no(s) documento(s): POP.GEP.024 SOLICITAÇÃO DE 2ª VIA DE CRACHÁ HOSPITAL ESCOLA UFPELEBSERH.docx
148,"Como envio a devolutiva de uma pesquisa realizada no HE-UFPel?
","O pesquisador deve enviar a devolutiva da pesquisa realizada no HE-UFPel, que pode ser a versão final do TCC, tese, dissertação, qualquer publicação científica (artigos em periódicos nacionais e internacionais, livros e capítulos de livros, trabalho apresentado em evento, registros e obtenções de patentes, etc.), via e-mail para sgpits.he-ufpel@ebserh.gov.br.",Esta resposta foi formulada com base no(s) documento(s): POP.GEP.005 Recebimento das devolutivas com resultados da pesquisa V.2.docx
149,"Como envio a devolutiva de uma pesquisa realizada no HE-UFPel?
","O pesquisador deve enviar a devolutiva da pesquisa realizada no HE-UFPel, que pode ser a versão final do TCC, tese, dissertação, qualquer publicação científica (artigos em periódicos nacionais e internacionais, livros e capítulos de livros, trabalho apresentado em evento, registros e obtenções de patentes, etc.), via e-mail para sgpits.he-ufpel@ebserh.gov.br.",Esta resposta foi formulada com base no(s) documento(s): POP.GEP.005 Recebimento das devolutivas com resultados da pesquisa V.2.docx
150,"Como proceder para ter acesso aos dados de prontuários para pesquisa?

","Para ter acesso aos dados de prontuários para pesquisa, o solicitante deve acessar o site do Hospital Escola UFPEL, imprimir o Formulário de Solicitação para Consulta de Prontuários e Dados Institucionais, preencher e assinar junto com o Professor Orientador do Trabalho, caso houver. O documento pode ser digitalizado e enviado para o e-mail da Gerência de Ensino e Pesquisa (GEP), ou entregue pessoalmente. O colaborador da GEP confere o formulário e envia por e-mail ao Serviço de Arquivo Médico (SAME), aguardando o retorno. Após a resposta do SAME sobre a disponibilidade do prontuário, o colaborador da GEP entra em contato com o solicitante, fornecendo os dados de contato do SAME para acertar a data da consulta.",Esta resposta foi formulada com base no(s) documento(s): POP.GEP.017 AUTORIZAÇÃO PARA CONSULTA DE PRONTUÁRIOS.docx
151,"Qual a frequência de troca de artigos?

","O documento POP.CCIH.016 orienta sobre a frequência de troca de diversos artigos e dispositivos de assistência à saúde utilizados em pacientes internados. A periodicidade de troca varia conforme o item, como agulhas Huber (7 dias), Ambú (entre pacientes), cadarço de traqueostomia (a cada turno), cateteres (arterial, venoso central e periférico, com diferentes rotinas e avaliações), cateter de O2 (12 horas), circuitos de ventilação mecânica (entre pacientes), curativos de cateter venoso central (até 7 dias para membrana transparente e até 48 horas para gaze estéril), equipos (com diferentes tempos para infusão contínua, intermitente, lipídica, NPT, propofol e hemocomponentes), espaçador de aerossol (entre pacientes), filtro trocador de calor e umidade (a partir de 48 horas), frasco de aspiração (entre pacientes), látex de O2 e aspiração (24 horas), máscaras (Hudson e Venturi entre pacientes), microfix ou bureta (24 horas), nebulizadores (24 horas), sistema fechado de aspiração (72 horas), sonda de aspiração (a cada uso), tampa e manômetro de frasco de aspiração (entre pacientes) e uropen (24 horas).",Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.016 FREQUENCIA DE TROCA DE ARTIGOS.docx
152,como faço para excluir uma apac?,"Para excluir uma APAC, a TI toma conhecimento através de um chamado no GLPI, que deve conter o nome completo do paciente e o número ou data da APAC. Ao invés de excluir, realiza-se a inativação da APAC no banco de dados. Para isso, busca-se o ID da solicitação referente à APAC informada através do nome do paciente. Em seguida, desativa-se a APAC, alterando o status para ""I"" (inativo) no banco de dados, usando o ID encontrado na pesquisa anterior.",Esta resposta foi formulada com base no(s) documento(s): POP.SETISD.029 EXCLUIR UMA APAC.docx
153,Quais EPIs devo utilizar na assistência?,"O uso de Equipamentos de Proteção Individual (EPI) deve ser adotado de acordo com as indicações de precauções baseadas no tipo de transmissão e conforme o MA.HE.004 Manual de Biossegurança e Precauções na Assistência. Os EPIs descartáveis devem estar disponíveis nos postos de enfermagem, com controle de estoque e manutenção sob responsabilidade do enfermeiro da unidade. 

A sequência correta de paramentação é: avental, máscara, óculos/protetor facial e, por último, as luvas. Os EPIs devem ser colocados e retirados imediatamente antes e após a realização do procedimento, sendo proibido circular com eles.","Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.015 PARAMENTAÇÃO PARA PRECAUÇÕES - SEQUÊNCIA DE COLOCAÇÃO E RETIRADA DOS EPIS.docx, POP.CCIH.003 Instituir precauções adicionais específicas v.04.docx"
154,"Como é procedimento de lavagem de mãos?
","Para a higienização simples das mãos, o procedimento é o seguinte: 1. Abrir a torneira e molhar as mãos, evitando encostar-se na pia; 2. Aplicar na palma da mão quantidade suficiente de sabão líquido para cobrir todas as superfícies da mão (seguir instruções do fabricante). A higienização simples das mãos com água e sabonete deve durar em média 40-60 segundos; 3. Ensaboar as palmas das mãos friccionando-as entre si; 4. Esfregar a palma da mão direita contra o dorso da mão esquerda entrelaçando os dedos, e vice-versa; 5. Entrelaçar os dedos friccionando os espaços interdigitais; 6. Esfregar o dorso dos dedos de uma mão com a palma da mão de outra, segurando os dedos com movimentos de vai-e-vem e vice-versa; 7. Esfregar o polegar esquerdo com a palma da mão direita utilizando-se movimentos circulares e vice-versa; 8. Friccionar as polpas digitais e as unhas da mão direita com a palma da mão esquerda; 9. Esfregar o punho direito com a palma da mão esquerda utilizando movimentos circulares e vice-versa; 10. Enxaguar as mãos retirando os resíduos de sabão, no sentido dos dedos para os punhos, evitando o contato direto das mãos com a torneira; 11. Secar as mãos com papel toalha descartável, iniciando pelas mãos e seguindo pelos punhos; 12. Fechar a torneira com o cotovelo ou utilizando papel toalha e desprezar o papel toalha no recipiente para resíduos comuns.","Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.001 HIGIENIZAÇÃO DAS MÃOS V.04.docx, POP.CCIH.004 Adotar medidas de precaução padrão v.04.docx"
155,"Como formalizar um projeto de extensão?
","Para formalizar um projeto de extensão no Hospital Escola UFPEL/EBSERH, o coordenador do projeto deve preencher o ""Formulário de Solicitação para realizar Projeto de Ensino/Extensão no Hospital Escola e Outras Unidades"" e enviá-lo online. Após o recebimento do formulário, o Assistente Administrativo da GEP encaminha um e-mail acusando o recebimento e solicitando o envio do projeto detalhado ou da solicitação encaminhada ao COCEPE.",Esta resposta foi formulada com base no(s) documento(s): POP.GEP.023 Projeto de Extensão.docx
156,Por quanto tempo tem que lavar as mãos com água e sabonete?,A higienização simples das mãos com água e sabonete deve durar em média 40-60 segundos.,"Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.001 HIGIENIZAÇÃO DAS MÃOS V.04.docx, POP.CCIH.004 Adotar medidas de precaução padrão v.04.docx"
157,"Qual tipo de precaução para caxumba e por quanto tempo?
","Para caxumba, a precaução é por gotículas e deve ser mantida até 09 dias após o início do edema.",Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.003 Instituir precauções adicionais específicas v.04.docx
158,"A friccção das mãos com preparação alcoólica deve ser feita após lavagem das mãos com água e sabonete?
","A fricção antisséptica das mãos com preparações alcoólicas não deve ser realizada quando as mãos estiverem visivelmente sujas. Neste caso, deve-se optar pela lavagem com água e sabão. Após, no máximo 10 aplicações de preparação alcoólica, deve-se lavar as mãos com água e sabonete, pois acima desse quantitativo, a solução adere sujidade e torna-se fonte de contaminação.",Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.001 HIGIENIZAÇÃO DAS MÃOS V.04.docx
159,"qual tipo de precaução para paciente com Acinetobacter baumannii multirresistente?
","Para pacientes colonizados ou infectados por bactérias multirresistentes, incluindo *Acinetobacter baumannii* multirresistente, a precaução indicada é a de contato.","Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.005 Adotar medidas de precaução de contato v.05.docx, POP.CCIH.003 Instituir precauções adicionais específicas v.04.docx"
160,"Qual tempo de precaução para paciente portador de bactéria multirresistente?
",A precaução para pacientes com bactérias multirresistentes deve ser mantida até a alta do paciente e até 12 meses se houver reinternação.,Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.003 Instituir precauções adicionais específicas v.04.docx
161,"Em que momentos devemos higienizar as mãos?
","A higiene das mãos deve ocorrer antes e depois do contato com o paciente, antes de manusear dispositivos invasivos, após contato com sangue, secreções ou fluidos corporais (mesmo usando luvas), durante a assistência ao paciente ao passar de uma área contaminada para outra área não contaminada do corpo do paciente, após contato com as superfícies próximas do paciente.",Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.004 Adotar medidas de precaução padrão v.04.docx
162,"Quais EPIs devemser utilizados no atendimento ao paciente em precaução de contato + aerossóis?
",Eu não tenho acesso aos documentos necessários para responder a sua pergunta. Gostaria de tentar novamente?,Esta resposta foi formulada com base no(s) documento(s): 
163,"Em que situações devemos utilizar avental de proteção?
","O avental deve ser utilizado para proteger a pele e evitar que as roupas sujem durante atividades que podem causar projeção ou respingos de sangue, secreções ou excreções.",Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.004 Adotar medidas de precaução padrão v.04.docx
164,"Quando devemos utilizar luvas?

","Luvas devem ser usadas quando houver risco ou contato direto com sangue, secreções, excreções, mucosas e pele não íntegra.",Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.004 Adotar medidas de precaução padrão v.04.docx
165,Como retirar EPI no almoxarifado?,"Após a finalização do pedido do(s) EPI(s) via AGHUX, o(a) empregado(a) deverá levar o formulário USOST - 013 preenchido até o Almoxarifado Central, para a retirada do equipamento. No almoxarifado, o atendente deverá conferir o preenchimento do formulário e realizar a guarda temporária do documento.",Esta resposta foi formulada com base no(s) documento(s): POP.USOST.013 REGISTRAR FORNECIMENTO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL.docx
166,"Existe procedimento para abertura de cat, pop?
",Não há informações sobre abertura de CAT ou POP nos documentos fornecidos.,Esta resposta foi formulada com base no(s) documento(s): 
167,quando eu devo limpar uma superfície de trabalho para evitar contaminação por gotícula?,O documento POP.CCIH.006 Adotar medidas de precaução para gotículas v.04 não especifica quando limpar uma superfície de trabalho para evitar contaminação por gotículas.,Esta resposta foi formulada com base no(s) documento(s): 
168,Qual o acidente de trabalho que necessita da participação da superintendência? ,"Eu não tenho contexto suficiente para responder a essa pergunta. Por favor, forneça mais informações ou contexto para que eu possa fornecer uma resposta mais precisa.",Esta resposta foi formulada com base no(s) documento(s): 
169,Qual o procedimento correto de lavagem de mãos?,"O procedimento correto para a higienização simples das mãos é:

1.  Abrir a torneira e molhar as mãos, evitando encostar-se na pia.
2.  Aplicar na palma da mão quantidade suficiente de sabão líquido, para cobrir todas as superfícies da mão (seguir instruções fabricante). A higienização simples das mãos com água e sabonete deve durar em média 40-60 segundos.
3.  Ensaboar as palmas das mãos friccionando-as entre si.
4.  Esfregar a palma da mão direita contra o dorso da mão esquerda entrelaçando os dedos, e vice-versa.
5.  Entrelaçar os dedos friccionando os espaços interdigitais.
6.  Esfregar o dorso dos dedos de uma mão com a palma da mão de outra, segurando os dedos com movimentos de vai-e-vem e vice-versa.
7.  Esfregar o polegar esquerdo com a palma da mão direita utilizando-se movimentos circulares e vice-versa.
8.  Friccionar as polpas digitais e as unhas da mão direita com a palma da mão esquerda.
9.  Esfregar o punho direito com a palma da mão esquerda utilizando movimentos circulares e vice-versa.
10. Enxaguar as mãos retirando os resíduos de sabão, no sentido dos dedos para os punhos, evitando o contato direto das mãos com a torneira.
11. Secar as mãos com papel toalha descartável, iniciando pelas mãos e seguindo pelos punhos.
12. Fechar a torneira com o cotovelo ou utilizando papel toalha. Desprezar o papel toalha no recipiente para resíduos comuns.",Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.001 HIGIENIZAÇÃO DAS MÃOS V.04.docx
170,qual o critério de avaliação do OLA?,"A avaliação de cada item nas inspeções de OLA leva em consideração uma matriz para mensurar o atendimento de cada requisito, podendo atribuir notas 0, 4, 6, 8 e 10, conforme o nível de implementação do item.",Esta resposta foi formulada com base no(s) documento(s): POP.USOST.001 Inspecao de OLA.docx
171,O QUE FAZER QUANDO HOUVER EXPOSIÇÃO BIOLÓGICA?,O documento fornecido não aborda o que fazer em caso de exposição biológica.,Esta resposta foi formulada com base no(s) documento(s): 
172,"QUAIS SÃO AS RESPONSABILIDADES SEGUNDO O MANUAL DE PRODUTOS QUÍMICOS, DO SETOR DE SUPRIMENTOS? ","Segundo os documentos, o Setor de Suprimentos tem as seguintes responsabilidades:

*   Solicitar à Unidade de Saúde Ocupacional e Segurança do Trabalho (USOST) a aprovação de todo novo produto químico.
*   Efetuar a compra de produto químico somente quando este vier acompanhado da Ficha de Informação de Segurança de Produtos Químicos (FISPQ), em português.","Esta resposta foi formulada com base no(s) documento(s): POP.USOST.009 Trabalhos com produtos quimicos - rotulagem de embalagens.docx, POP.USOST.003 Trabalhos com produtos quimicos - capacitacao dos profissionais.docx, POP.USOST.004 Trabalhos com produtos quimicos - requisitos para aquisicao.docx, POP.USOST.005 Trabalhos com produtos quimicos - seguranca no recebimento e entrega.docx, POP.USOST.007 Trabalhos com produtos quimicos - requisitos especificos de armazenagem manuseio e processamento.docx, POP.USOST.008 Trabalhos com produtos quimicos - emergencia quimica.docx, POP.USOST.006 Trabalhos com produtos quimicos - requisitos gerais de seguranca na armazenagem.docx, POP.USOST.002 Trabalhos com produtos quimicos - requisitos basicos.docx"
173,Como eu redefino uma senha,O documento fornecido não contém informações sobre como redefinir uma senha.,Esta resposta foi formulada com base no(s) documento(s): 
174,qual a tecnica de higiene de mãos padronizada no HE-UFPEL,"A técnica de higiene das mãos padronizada no HE-UFPEL envolve a higienização das mãos com água e sabonete líquido por 40 a 60 segundos ou com preparação alcoólica por 20 a 30 segundos, friccionando todas as superfícies das mãos. A higiene das mãos deve ocorrer antes e depois do contato com o paciente, antes de manusear dispositivos invasivos, após contato com sangue, secreções ou fluidos corporais (mesmo usando luvas), durante a assistência ao paciente ao passar de uma área contaminada para outra área não contaminada do corpo do paciente e após contato com as superfícies próximas do paciente.",Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.004 Adotar medidas de precaução padrão v.04.docx
175,"especifique os cuidados com precauções adicionais
","As precauções adicionais incluem:

1.  **Priorizar o acesso** aos profissionais que prestam assistência direta ao paciente e estabelecer escalas entre os acadêmicos para acesso aos ambientes de pacientes em precauções.
2.  **Sinalização** com cartaz indicando o tipo de precaução na porta do quarto de isolamento ou leito do paciente.
3.  **Acomodação** prioritária na Clínica de Precaução Adulto (CPA). Se não houver quarto privativo, usar coorte para pacientes com a mesma patologia ou manter 1 metro de distância entre os leitos em enfermarias coletivas. Evitar colocar pacientes em precauções de contato com outros pacientes com maior risco de complicações.
4.  **Orientar acompanhantes e visitantes** sobre as normativas da unidade e as precauções a serem adotadas.
5.  **Higienização das mãos:** Seguir as orientações dos documentos PRT.CCIH.001 e POP.CCIH.001.
6.  **Uso de EPI:** Conforme o Manual de Biossegurança e Precauções na Assistência (MA.HE.004), adotar EPI de acordo com o tipo de transmissão, observando o POP específico para cada precaução. Os EPIs descartáveis devem estar acessíveis nos postos de enfermagem, com controle de estoque pelo enfermeiro responsável. Óculos de proteção individual são de responsabilidade de cada funcionário.
7.  **Acesso restrito**
8.  **Supervisionar e reorientar** a qualidade das medidas de precaução.
9. **Suspender** as medidas de precaução de acordo com as orientações técnicas baseadas na transmissão, sendo que somente o médico ou enfermeiras da SCIRAS tem autonomia para suspender a precaução/isolamento.",Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.003 Instituir precauções adicionais específicas v.04.docx
176,"qual é a precaução para tuberculose?
","A precaução para tuberculose pulmonar ou laríngea (suspeita ou confirmada) é a precaução para aerossóis. No caso de tuberculose confirmada, manter a precaução por 15 dias de terapia eficaz mais 3 pesquisas BAAR negativas. Para casos suspeitos, manter a precaução até 3 pesquisas de BAAR negativas ou Genexpert negativo ou diagnóstico alternativo estabelecido.",Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.003 Instituir precauções adicionais específicas v.04.docx
